address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,price_reduction,price_increase,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"Residence 1878 Plan, Corterra",91402,SINGLE_FAMILY,FOR_SALE,New construction,794990.0,,,2699,4,3.0,1878,,,85000,-1,Open: Daily By Appointm...,OPEN_HOUSE,2068559046,2068559046,https://www.zillow.com/community/corterra/2068559046_zpid/
"9617 Odessa Ave, North Hills, CA 91343",91343,SINGLE_FAMILY,FOR_SALE,House for sale,810000.0,859900,,3462,3,2.0,1296,,,,-1,6 days on Zillow,DAYS_ON,20144759,20144759,https://www.zillow.com/homedetails/9617-Odessa-Ave-North-Hills-CA-91343/20144759_zpid/
"7534 W 81st St, Playa Del Rey, CA 90293",90293,SINGLE_FAMILY,FOR_SALE,House for sale,1149000.0,1176000,,8570,4,3.0,2898,,,,-1,Open: 1/16 11am-2pm,OPEN_HOUSE,20385123,20385123,https://www.zillow.com/homedetails/7534-W-81st-St-Playa-Del-Rey-CA-90293/20385123_zpid/
"1819 N Avenue 55, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,House for sale,998000.0,1332600,,3999,3,2.0,1413,,,,-1,6 days on Zillow,DAYS_ON,20768056,20768056,https://www.zillow.com/homedetails/1819-N-Avenue-55-Los-Angeles-CA-90042/20768056_zpid/
"15725 Bassett St, Van Nuys, CA 91406",91406,SINGLE_FAMILY,FOR_SALE,House for sale,974900.0,1013900,,3750,3,2.0,1740,,,,-1,6 days on Zillow,DAYS_ON,19963003,19963003,https://www.zillow.com/homedetails/15725-Bassett-St-Van-Nuys-CA-91406/19963003_zpid/
"17753 Sidwell St, Granada Hills, CA 91344",91344,SINGLE_FAMILY,FOR_SALE,House for sale,1649899.0,1697200,,5869,4,4.0,3796,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,20104787,20104787,https://www.zillow.com/homedetails/17753-Sidwell-St-Granada-Hills-CA-91344/20104787_zpid/
"5406 Rhea Ave, Tarzana, CA 91356",91356,SINGLE_FAMILY,FOR_SALE,House for sale,1849000.0,1575900,,8147,5,4.0,2802,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,19937550,19937550,https://www.zillow.com/homedetails/5406-Rhea-Ave-Tarzana-CA-91356/19937550_zpid/
"8558 Melvin Ave, Northridge, CA 91324",91324,SINGLE_FAMILY,FOR_SALE,House for sale,899000.0,856700,,3919,4,2.0,1768,,,,-1,Open: Sun. 1-4pm,OPEN_HOUSE,20182739,20182739,https://www.zillow.com/homedetails/8558-Melvin-Ave-Northridge-CA-91324/20182739_zpid/
"2707 W 74th St, Los Angeles, CA 90043",90043,SINGLE_FAMILY,FOR_SALE,House for sale,1260000.0,1278500,,3334,5,4.0,2301,,,,-1,6 days on Zillow,DAYS_ON,20328370,20328370,https://www.zillow.com/homedetails/2707-W-74th-St-Los-Angeles-CA-90043/20328370_zpid/
"10208 S San Pedro St, Los Angeles, CA 90003",90003,SINGLE_FAMILY,FOR_SALE,House for sale,535000.0,544300,,2469,3,2.0,1008,,,,-1,6 days on Zillow,DAYS_ON,20966202,20966202,https://www.zillow.com/homedetails/10208-S-San-Pedro-St-Los-Angeles-CA-90003/20966202_zpid/
"3173 Whittier Blvd, Los Angeles, CA 90023",90023,SINGLE_FAMILY,FOR_SALE,House for sale,795000.0,795900,,4554,6,4.0,3233,,"$54,000 (Dec 20)",-54000,-1,"$54,000 (Dec 20)",PRICE_REDUCTION,113975409,113975409,https://www.zillow.com/homedetails/3173-Whittier-Blvd-Los-Angeles-CA-90023/113975409_zpid/
"4854 Coldwater Canyon Ave APT 107, Sherman Oaks, CA 91423",91423,TOWNHOUSE,FOR_SALE,Townhouse for sale,675000.0,686700,,2889,2,2.0,1120,,,,-1,Open: Sun. 11am-4pm,OPEN_HOUSE,68985546,68985546,https://www.zillow.com/homedetails/4854-Coldwater-Canyon-Ave-APT-107-Sherman-Oaks-CA-91423/68985546_zpid/
"3830 Weslin Ave, Sherman Oaks, CA 91423",91423,SINGLE_FAMILY,FOR_SALE,House for sale,1458000.0,1511500,,5999,3,2.0,1775,,,,-1,6 days on Zillow,DAYS_ON,20033320,20033320,https://www.zillow.com/homedetails/3830-Weslin-Ave-Sherman-Oaks-CA-91423/20033320_zpid/
"Residence 3527 Plan, The Estates at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1579990.0,,,2870,5,3.0,3527,,"$31,000 (Nov 26)",-31000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2068704291,2068704291,https://www.zillow.com/community/estates-at-ponte-vista/2068704291_zpid/
"26094 Stonehaven Dr, Harbor City, CA 90710",90710,TOWNHOUSE,FOR_SALE,Townhouse for sale,699000.0,723371,,3494,3,3.0,1720,,,,-1,7 days on Zillow,DAYS_ON,67092683,67092683,https://www.zillow.com/homedetails/26094-Stonehaven-Dr-Harbor-City-CA-90710/67092683_zpid/
"Caldera Plan, Hillcrest at Porter Ranch - Overlook Collection",91326,SINGLE_FAMILY,FOR_SALE,New construction,1712136.0,,,4288,5,6.0,3680,,,16000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2068438105,2068438105,https://www.zillow.com/community/hillcrest-at-porter-ranch-overlook-collection/2068438105_zpid/
"Residence 2986 Plan, The Estates at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1376990.0,,,2870,4,3.0,2986,,,,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2077331840,2077331840,https://www.zillow.com/community/estates-at-ponte-vista/2077331840_zpid/
"Plan 2233 Modeled Plan, Skyview at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1231990.0,,,3963,3,3.0,2233,,,15000,-1,7 days on Zillow,DAYS_ON,2068565332,2068565332,https://www.zillow.com/community/skyview-at-ponte-vista/2068565332_zpid/
"Rome Plan, Sterling at West Hills",91304,SINGLE_FAMILY,FOR_SALE,New construction,1931611.0,,,5057,5,6.0,4336,,"$42,876 (Nov 7)",-42876,-1,Open: In-person and vir...,OPEN_HOUSE,2083003342,2083003342,https://www.zillow.com/community/sterling-at-west-hills/2083003342_zpid/
"Residence 2 Plan, Cabrilla at Ponte Vista",90732,TOWNHOUSE,FOR_SALE,New construction,900000.0,,,3433,3,3.0,1828,,,5000,-1,Open: M: 11:00 AM-4:00 ...,OPEN_HOUSE,2068689748,2068689748,https://www.zillow.com/community/cabrilla-at-ponte-vista/2068689748_zpid/
"19040 Hamlin St UNIT 4, Reseda, CA 91335",91335,TOWNHOUSE,FOR_SALE,Townhouse for sale,549000.0,569100,,3099,3,2.0,1269,,,,-1,7 days on Zillow,DAYS_ON,19921222,19921222,https://www.zillow.com/homedetails/19040-Hamlin-St-UNIT-4-Reseda-CA-91335/19921222_zpid/
"7401 La Salle Ave, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,730000.0,749900,,3027,3,2.0,1266,,,,-1,7 days on Zillow,DAYS_ON,20938113,20938113,https://www.zillow.com/homedetails/7401-La-Salle-Ave-Los-Angeles-CA-90047/20938113_zpid/
"22315 Hamlin St, Canoga Park, CA 91303",91303,SINGLE_FAMILY,FOR_SALE,House for sale,949000.0,982300,,3699,3,2.0,1500,,,,-1,Open: Sun. 2-4pm,OPEN_HOUSE,19928217,19928217,https://www.zillow.com/homedetails/22315-Hamlin-St-Canoga-Park-CA-91303/19928217_zpid/
"Lassen Plan, Hillcrest at Porter Ranch - Highlands Collection",91326,SINGLE_FAMILY,FOR_SALE,New construction,1607345.0,,,4429,5,5.0,3495,,,16000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2075421191,2075421191,https://www.zillow.com/community/hillcrest-at-porter-ranch-highlands-collection/2075421191_zpid/
"Venice Plan, Sterling at West Hills",91304,SINGLE_FAMILY,FOR_SALE,New construction,1875612.0,,,5057,5,5.0,3986,,"$24,824 (Nov 7)",-24824,-1,Open: In-person and vir...,OPEN_HOUSE,2083003345,2083003345,https://www.zillow.com/community/sterling-at-west-hills/2083003345_zpid/
"Residence 4 Plan, Cabrilla at Ponte Vista",90732,TOWNHOUSE,FOR_SALE,New construction,955000.0,,,3630,4,4.0,2025,,,5000,-1,Open: M: 11:00 AM-4:00 ...,OPEN_HOUSE,2068689750,2068689750,https://www.zillow.com/community/cabrilla-at-ponte-vista/2068689750_zpid/
"Residence 3527 Plan, The Estates at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1530990.0,,,2870,5,5.0,3527,,,,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2077331839,2077331839,https://www.zillow.com/community/estates-at-ponte-vista/2077331839_zpid/
"4285 Camellia Ave, Studio City, CA 91604",91604,SINGLE_FAMILY,FOR_SALE,House for sale,1999000.0,2082536,,8616,5,4.0,3128,,,,-1,3D Tour,3D_HOME,20025204,20025204,https://www.zillow.com/homedetails/4285-Camellia-Ave-Studio-City-CA-91604/20025204_zpid/
"7731 Amestoy Ave, Van Nuys, CA 91406",91406,SINGLE_FAMILY,FOR_SALE,House for sale,795000.0,849400,,3750,5,2.0,1612,,,,-1,8 days on Zillow,DAYS_ON,19953208,19953208,https://www.zillow.com/homedetails/7731-Amestoy-Ave-Van-Nuys-CA-91406/19953208_zpid/
"5025 Boda Pl, Woodland Hills, CA 91367",91367,SINGLE_FAMILY,FOR_SALE,Coming soon,1650000.0,1689400,,8994,4,2.0,2346,,,,-1,8 days on Zillow,DAYS_ON,19881306,19881306,https://www.zillow.com/homedetails/5025-Boda-Pl-Woodland-Hills-CA-91367/19881306_zpid/
"21620 Burbank Blvd UNIT 2, Woodland Hills, CA 91367",91367,TOWNHOUSE,FOR_SALE,Townhouse for sale,679000.0,698800,,3779,3,3.0,1710,,,,-1,8 days on Zillow,DAYS_ON,19928778,19928778,https://www.zillow.com/homedetails/21620-Burbank-Blvd-UNIT-2-Woodland-Hills-CA-91367/19928778_zpid/
"411 Ulysses St, Los Angeles, CA 90065",90065,SINGLE_FAMILY,FOR_SALE,House for sale,742000.0,766206,,3999,3,2.0,1470,,"$257,000 (Dec 18)",-257000,-1,"$257,000 (Dec 18)",PRICE_REDUCTION,68978673,68978673,https://www.zillow.com/homedetails/411-Ulysses-St-Los-Angeles-CA-90065/68978673_zpid/
"17736 Superior St UNIT 10, Northridge, CA 91325",91325,TOWNHOUSE,FOR_SALE,Townhouse for sale,630000.0,657100,,3200,3,3.0,1443,,,,-1,8 days on Zillow,DAYS_ON,20173447,20173447,https://www.zillow.com/homedetails/17736-Superior-St-UNIT-10-Northridge-CA-91325/20173447_zpid/
"3702 Cimarron St, Los Angeles, CA 90018",90018,SINGLE_FAMILY,FOR_SALE,House for sale,925000.0,968100,,4240,3,2.0,2093,,,,-1,8 days on Zillow,DAYS_ON,20584503,20584503,https://www.zillow.com/homedetails/3702-Cimarron-St-Los-Angeles-CA-90018/20584503_zpid/
"1727 W 59th Pl, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,849999.0,861200,,2987,5,3.0,1600,,,,-1,Open: Sun. 11am-3pm,OPEN_HOUSE,20927138,20927138,https://www.zillow.com/homedetails/1727-W-59th-Pl-Los-Angeles-CA-90047/20927138_zpid/
"22231 Shadow Valley Cir, Chatsworth, CA 91311",91311,TOWNHOUSE,FOR_SALE,Townhouse for sale,555000.0,578000,,2999,2,3.0,1365,,,,-1,8 days on Zillow,DAYS_ON,20163652,20163652,https://www.zillow.com/homedetails/22231-Shadow-Valley-Cir-Chatsworth-CA-91311/20163652_zpid/
"4255 Raynol St, Los Angeles, CA 90032",90032,SINGLE_FAMILY,FOR_SALE,New construction,1198000.0,1209100,,3200,3,4.0,1965,,,,-1,8 days on Zillow,DAYS_ON,250221542,250221542,https://www.zillow.com/homedetails/4255-Raynol-St-Los-Angeles-CA-90032/250221542_zpid/
"4026 Ingraham St, Los Angeles, CA 90005",90005,SINGLE_FAMILY,FOR_SALE,House for sale,1500000.0,1588235,,4600,3,2.0,1902,,,,-1,9 days on Zillow,DAYS_ON,20611711,20611711,https://www.zillow.com/homedetails/4026-Ingraham-St-Los-Angeles-CA-90005/20611711_zpid/
"23800 Tiara St, Woodland Hills, CA 91367",91367,SINGLE_FAMILY,FOR_SALE,House for sale,1085000.0,1091999,,4250,3,2.0,1790,,,95000,-1,9 days on Zillow,DAYS_ON,19880536,19880536,https://www.zillow.com/homedetails/23800-Tiara-St-Woodland-Hills-CA-91367/19880536_zpid/
"12437 Valley Vista Way, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,858000.0,881466,,6999,4,3.0,3606,,,,-1,9 days on Zillow,DAYS_ON,55822052,55822052,https://www.zillow.com/homedetails/12437-Valley-Vista-Way-Sylmar-CA-91342/55822052_zpid/
"13713 Jouett St, Pacoima, CA 91331",91331,SINGLE_FAMILY,FOR_SALE,House for sale,695000.0,739361,,2995,3,2.0,1206,,,,-1,9 days on Zillow,DAYS_ON,20129607,20129607,https://www.zillow.com/homedetails/13713-Jouett-St-Pacoima-CA-91331/20129607_zpid/
"Powell Plan, Hillcrest at Porter Ranch - Highlands Collection",91326,SINGLE_FAMILY,FOR_SALE,New construction,1623663.0,,,4429,5,6.0,3596,,,16000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2075421194,2075421194,https://www.zillow.com/community/hillcrest-at-porter-ranch-highlands-collection/2075421194_zpid/
"14822 Ryan St, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,799000.0,839132,,2999,4,2.0,1252,,,,-1,9 days on Zillow,DAYS_ON,20069986,20069986,https://www.zillow.com/homedetails/14822-Ryan-St-Sylmar-CA-91342/20069986_zpid/
"2011 E 111th St, Los Angeles, CA 90059",90059,SINGLE_FAMILY,FOR_SALE,House for sale,540000.0,559900,,2999,3,2.0,1482,,,,-1,9 days on Zillow,DAYS_ON,20968037,20968037,https://www.zillow.com/homedetails/2011-E-111th-St-Los-Angeles-CA-90059/20968037_zpid/
"5750 Tyrone Ave, Van Nuys, CA 91401",91401,SINGLE_FAMILY,FOR_SALE,House for sale,1495000.0,1005700,,4353,3,4.0,1840,,,,-1,9 days on Zillow,DAYS_ON,19973395,19973395,https://www.zillow.com/homedetails/5750-Tyrone-Ave-Van-Nuys-CA-91401/19973395_zpid/
"16138 Rayen St, North Hills, CA 91343",91343,SINGLE_FAMILY,FOR_SALE,House for sale,835000.0,,,,4,2.0,1536,,,,-1,9 days on Zillow,DAYS_ON,20143439,20143439,https://www.zillow.com/homedetails/16138-Rayen-St-North-Hills-CA-91343/20143439_zpid/
"20230 Bassett St, Winnetka, CA 91306",91306,SINGLE_FAMILY,FOR_SALE,House for sale,900000.0,912400,,3534,3,2.0,1592,,,51000,-1,9 days on Zillow,DAYS_ON,19926504,19926504,https://www.zillow.com/homedetails/20230-Bassett-St-Winnetka-CA-91306/19926504_zpid/
"19030 Community St, Northridge, CA 91324",91324,SINGLE_FAMILY,FOR_SALE,House for sale,935000.0,945800,,3595,4,3.0,1610,,,,-1,9 days on Zillow,DAYS_ON,20183482,20183482,https://www.zillow.com/homedetails/19030-Community-St-Northridge-CA-91324/20183482_zpid/
"1838 Walgrove Ave, Los Angeles, CA 90066",90066,SINGLE_FAMILY,FOR_SALE,House for sale,1450000.0,1468300,,5617,3,2.0,1492,,,,-1,9 days on Zillow,DAYS_ON,20454482,20454482,https://www.zillow.com/homedetails/1838-Walgrove-Ave-Los-Angeles-CA-90066/20454482_zpid/
"4300 Palmero Dr, Los Angeles, CA 90065",90065,SINGLE_FAMILY,FOR_SALE,House for sale,1090000.0,,,4164,3,2.0,1405,,,,-1,3D Tour,3D_HOME,20765606,20765606,https://www.zillow.com/homedetails/4300-Palmero-Dr-Los-Angeles-CA-90065/20765606_zpid/
"1519 W 5th St, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,House for sale,1375000.0,1438700,,4053,4,2.0,1993,,,,-1,3D Tour,3D_HOME,21351511,21351511,https://www.zillow.com/homedetails/1519-W-5th-St-San-Pedro-CA-90732/21351511_zpid/
"1344 E 23rd St, Los Angeles, CA 90011",90011,SINGLE_FAMILY,FOR_SALE,House for sale,650000.0,670200,,3099,4,2.0,2214,,,,-1,9 days on Zillow,DAYS_ON,20621274,20621274,https://www.zillow.com/homedetails/1344-E-23rd-St-Los-Angeles-CA-90011/20621274_zpid/
"18749 Gault St, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,599900.0,647700,,3258,3,2.0,1174,,,,-1,9 days on Zillow,DAYS_ON,19919719,19919719,https://www.zillow.com/homedetails/18749-Gault-St-Reseda-CA-91335/19919719_zpid/
"155 E Gage Ave, Los Angeles, CA 90003",90003,SINGLE_FAMILY,FOR_SALE,House for sale,825000.0,825000,,4117,6,4.0,2341,,,,-1,9 days on Zillow,DAYS_ON,20930247,20930247,https://www.zillow.com/homedetails/155-E-Gage-Ave-Los-Angeles-CA-90003/20930247_zpid/
"11666 Prager Ave, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,749999.0,785700,,2921,3,2.0,1230,,,,-1,9 days on Zillow,DAYS_ON,20084445,20084445,https://www.zillow.com/homedetails/11666-Prager-Ave-Sylmar-CA-91342/20084445_zpid/
"6139 Jamieson Ave, Encino, CA 91316",91316,SINGLE_FAMILY,FOR_SALE,House for sale,1149000.0,1190700,,4500,3,2.0,2034,,,,-1,9 days on Zillow,DAYS_ON,19918438,19918438,https://www.zillow.com/homedetails/6139-Jamieson-Ave-Encino-CA-91316/19918438_zpid/
"12901 Lull St, North Hollywood, CA 91605",91605,SINGLE_FAMILY,FOR_SALE,House for sale,749950.0,783200,,3563,4,2.0,1735,,,,-1,9 days on Zillow,DAYS_ON,19996332,19996332,https://www.zillow.com/homedetails/12901-Lull-St-North-Hollywood-CA-91605/19996332_zpid/
"6423 Wilbur Ave, Reseda, CA 91335",91335,SINGLE_FAMILY,FOR_SALE,House for sale,725000.0,748100,,3300,3,2.0,1170,,,,-1,9 days on Zillow,DAYS_ON,19921310,19921310,https://www.zillow.com/homedetails/6423-Wilbur-Ave-Reseda-CA-91335/19921310_zpid/
"2157 Mount Shasta Dr, San Pedro, CA 90732",90732,TOWNHOUSE,FOR_SALE,Townhouse for sale,650000.0,672800,,3499,3,3.0,1598,,,,-1,9 days on Zillow,DAYS_ON,21301772,21301772,https://www.zillow.com/homedetails/2157-Mount-Shasta-Dr-San-Pedro-CA-90732/21301772_zpid/
"20808 Pine Cone Cir, Porter Ranch, CA 91326",91326,SINGLE_FAMILY,FOR_SALE,House for sale,1338750.0,,,5235,5,4.0,2702,,,,-1,9 days on Zillow,DAYS_ON,2080505217,2080505217,https://www.zillow.com/homedetails/20808-Pine-Cone-Cir-Porter-Ranch-CA-91326/2080505217_zpid/
"8416 Jason Ave, Canoga Park, CA 91304",91304,SINGLE_FAMILY,FOR_SALE,House for sale,1100000.0,1146100,,2984,3,3.0,1962,,,,-1,3D Tour,3D_HOME,51575991,51575991,https://www.zillow.com/homedetails/8416-Jason-Ave-Canoga-Park-CA-91304/51575991_zpid/
"10156 Kester Ave, Mission Hills, CA 91345",91345,SINGLE_FAMILY,FOR_SALE,House for sale,889000.0,926431,,4836,3,3.0,2312,,$900 (Dec 18),-900,-1,$900 (Dec 18),PRICE_REDUCTION,20130256,20130256,https://www.zillow.com/homedetails/10156-Kester-Ave-Mission-Hills-CA-91345/20130256_zpid/
"10360 McClemont Ave, Tujunga, CA 91042",91042,SINGLE_FAMILY,FOR_SALE,House for sale,925000.0,1002100,,1800,3,2.0,1400,,,,-1,Open: Sun. 12-4pm,OPEN_HOUSE,302798228,302798228,https://www.zillow.com/homedetails/10360-McClemont-Ave-Tujunga-CA-91042/302798228_zpid/
"401 S Van Ness Ave, Los Angeles, CA 90020",90020,SINGLE_FAMILY,FOR_SALE,House for sale,1750000.0,1798245,,4749,4,4.0,2038,,,,-1,10 days on Zillow,DAYS_ON,20774573,20774573,https://www.zillow.com/homedetails/401-S-Van-Ness-Ave-Los-Angeles-CA-90020/20774573_zpid/
"Residence 2986 Plan, The Estates at Ponte Vista",90732,SINGLE_FAMILY,FOR_SALE,New construction,1469990.0,,,2870,4,3.0,2986,,,32000,-1,Open: M: 10:00 AM-5:00 ...,OPEN_HOUSE,2068704290,2068704290,https://www.zillow.com/community/estates-at-ponte-vista/2068704290_zpid/
"1060 Miraflores Ave, San Pedro, CA 90732",90732,SINGLE_FAMILY,FOR_SALE,Coming soon,1315000.0,1339600,,5029,4,3.0,3092,,,,-1,Open: Tue. 12-3pm,OPEN_HOUSE,21304286,21304286,https://www.zillow.com/homedetails/1060-Miraflores-Ave-San-Pedro-CA-90732/21304286_zpid/
"6034 Burwood Ave, Los Angeles, CA 90042",90042,SINGLE_FAMILY,FOR_SALE,House for sale,999000.0,1178200,,3740,3,2.0,1150,,"$191,000 (Nov 5)",-191000,-1,3D Tour,3D_HOME,20771406,20771406,https://www.zillow.com/homedetails/6034-Burwood-Ave-Los-Angeles-CA-90042/20771406_zpid/
"5525 Carpenter Ave, Valley Village, CA 91607",91607,SINGLE_FAMILY,FOR_SALE,House for sale,1270000.0,1352300,,3995,2,2.0,1280,,,,-1,10 days on Zillow,DAYS_ON,20017314,20017314,https://www.zillow.com/homedetails/5525-Carpenter-Ave-Valley-Village-CA-91607/20017314_zpid/
"4944 Denny Ave, North Hollywood, CA 91601",91601,SINGLE_FAMILY,FOR_SALE,Foreclosure,1380000.0,1417700,,7588,3,4.0,2624,,,,-1,10 days on Zillow,DAYS_ON,20042616,20042616,https://www.zillow.com/homedetails/4944-Denny-Ave-North-Hollywood-CA-91601/20042616_zpid/
"12746 Tiara St, Valley Village, CA 91607",91607,SINGLE_FAMILY,FOR_SALE,House for sale,1185000.0,1225700,,4535,3,2.0,1805,,,,-1,10 days on Zillow,DAYS_ON,20013987,20013987,https://www.zillow.com/homedetails/12746-Tiara-St-Valley-Village-CA-91607/20013987_zpid/
"13460 Bradley Ave, Sylmar, CA 91342",91342,SINGLE_FAMILY,FOR_SALE,House for sale,1100000.0,1177100,,4281,3,2.0,2269,,,95000,-1,10 days on Zillow,DAYS_ON,20105721,20105721,https://www.zillow.com/homedetails/13460-Bradley-Ave-Sylmar-CA-91342/20105721_zpid/
"7731 Aldea Ave, Van Nuys, CA 91406",91406,SINGLE_FAMILY,FOR_SALE,House for sale,1250000.0,1049600,,3998,3,3.0,2064,,,,-1,10 days on Zillow,DAYS_ON,19953114,19953114,https://www.zillow.com/homedetails/7731-Aldea-Ave-Van-Nuys-CA-91406/19953114_zpid/
"4453 Don Zarembo Dr, Los Angeles, CA 90008",90008,SINGLE_FAMILY,FOR_SALE,House for sale,1399000.0,1481300,,4293,3,2.0,1749,,,,-1,10 days on Zillow,DAYS_ON,20576904,20576904,https://www.zillow.com/homedetails/4453-Don-Zarembo-Dr-Los-Angeles-CA-90008/20576904_zpid/
"14531 Maclay St, San Fernando, CA 91340",91340,SINGLE_FAMILY,FOR_SALE,House for sale,750000.0,784200,,3655,4,2.0,1704,,,,-1,10 days on Zillow,DAYS_ON,20112355,20112355,https://www.zillow.com/homedetails/14531-Maclay-St-San-Fernando-CA-91340/20112355_zpid/
"15018 Mankato St, Mission Hills, CA 91345",91345,SINGLE_FAMILY,FOR_SALE,Foreclosure,799999.0,837500,,2999,3,2.0,1162,,,,-1,10 days on Zillow,DAYS_ON,20112874,20112874,https://www.zillow.com/homedetails/15018-Mankato-St-Mission-Hills-CA-91345/20112874_zpid/
"548 W 101st St, Los Angeles, CA 90044",90044,SINGLE_FAMILY,FOR_SALE,House for sale,599999.0,587100,,2813,3,2.0,1247,,,,-1,10 days on Zillow,DAYS_ON,20961085,20961085,https://www.zillow.com/homedetails/548-W-101st-St-Los-Angeles-CA-90044/20961085_zpid/
"803 E 107th St, Los Angeles, CA 90002",90002,SINGLE_FAMILY,FOR_SALE,House for sale,560000.0,592700,,2799,4,2.0,1240,,,,-1,10 days on Zillow,DAYS_ON,20959250,20959250,https://www.zillow.com/homedetails/803-E-107th-St-Los-Angeles-CA-90002/20959250_zpid/
"846 W 29th St, San Pedro, CA 90731",90731,SINGLE_FAMILY,FOR_SALE,House for sale,1099000.0,1139500,,3650,3,3.0,1576,,,,-1,3D Tour,3D_HOME,21314264,21314264,https://www.zillow.com/homedetails/846-W-29th-St-San-Pedro-CA-90731/21314264_zpid/
"11710 Hartsook St, Valley Village, CA 91607",91607,SINGLE_FAMILY,FOR_SALE,House for sale,999999.0,2024900,,14303,6,6.0,3464,,,,-1,10 days on Zillow,DAYS_ON,20019532,20019532,https://www.zillow.com/homedetails/11710-Hartsook-St-Valley-Village-CA-91607/20019532_zpid/
"14208 Chamberlain St, San Fernando, CA 91340",91340,SINGLE_FAMILY,FOR_SALE,House for sale,729900.0,764000,,3656,3,2.0,1810,,,,-1,10 days on Zillow,DAYS_ON,20113636,20113636,https://www.zillow.com/homedetails/14208-Chamberlain-St-San-Fernando-CA-91340/20113636_zpid/
"1549 S Ridgeley Dr, Los Angeles, CA 90019",90019,SINGLE_FAMILY,FOR_SALE,Coming soon,1979000.0,1036700,,3040,4,3.0,2278,,,,-1,3D Tour,3D_HOME,20600817,20600817,https://www.zillow.com/homedetails/1549-S-Ridgeley-Dr-Los-Angeles-CA-90019/20600817_zpid/
"7706 Dalton Ave, Los Angeles, CA 90047",90047,SINGLE_FAMILY,FOR_SALE,House for sale,660000.0,679411,,2995,3,2.0,1382,,,,-1,11 days on Zillow,DAYS_ON,20938320,20938320,https://www.zillow.com/homedetails/7706-Dalton-Ave-Los-Angeles-CA-90047/20938320_zpid/
"Lucca Plan, Sterling at West Hills",91304,SINGLE_FAMILY,FOR_SALE,New construction,1689990.0,,,5057,4,5.0,3279,,,22000,-1,Open: In-person and vir...,OPEN_HOUSE,2083003341,2083003341,https://www.zillow.com/community/sterling-at-west-hills/2083003341_zpid/
"10449 McClemont Ave, Tujunga, CA 91042",91042,SINGLE_FAMILY,FOR_SALE,House for sale,789000.0,860500,,2995,3,2.0,1500,,,,-1,11 days on Zillow,DAYS_ON,20095520,20095520,https://www.zillow.com/homedetails/10449-McClemont-Ave-Tujunga-CA-91042/20095520_zpid/
"12415 Hammack St, Los Angeles, CA 90066",90066,SINGLE_FAMILY,FOR_SALE,House for sale,1615000.0,1692126,,5269,4,3.0,1660,,"$80,000 (Dec 15)",-80000,-1,"$80,000 (Dec 15)",PRICE_REDUCTION,20434921,20434921,https://www.zillow.com/homedetails/12415-Hammack-St-Los-Angeles-CA-90066/20434921_zpid/
