address,zipcode,type,status,other_status,price,last_sold_price,tax_assessed_value,tax_assessed_year,mortgage_rate,propert_tax_rate,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"7803 Brockwood Cir, Orlando, FL 32822",32822,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,193721.0,105000,129398,2018,4.062,1.09,193721,193721,1415,3,2.0,,1990,,169,169 days on Zillow,DAYS_ON,46105425,46105425,https://www.zillow.com/homedetails/7803-Brockwood-Cir-Orlando-FL-32822/46105425_zpid/
"4301 Lizshire Ln APT 209, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,105000.0,,,,4.681,1.09,100675,100675,1175,2,1.0,810,1987,,169,169 days on Zillow,DAYS_ON,2083302047,2083302047,https://www.zillow.com/homedetails/4301-Lizshire-Ln-APT-209-Orlando-FL-32822/2083302047_zpid/
"363 S Candler Ave, Orlando, FL 32835",32835,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,116655.0,58000,76685,2018,4.681,1.09,116655,116655,1250,2,1.0,768,1972,,170,170 days on Zillow,DAYS_ON,46266029,46266029,https://www.zillow.com/homedetails/363-S-Candler-Ave-Orlando-FL-32835/46266029_zpid/
"2598 Robert Trent Jones Dr APT 1034, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,106000.0,30000,74300,2018,4.681,1.09,102513,102513,1100,1,1.0,854,1995,,170,170 days on Zillow,DAYS_ON,71079053,71079053,https://www.zillow.com/homedetails/2598-Robert-Trent-Jones-Dr-APT-1034-Orlando-FL-32835/71079053_zpid/
"5208 Cypress Creek Dr # 105, Orlando, FL 32811",32811,CONDO,PRE_FORECLOSURE,Pre-foreclosure,129267.0,,81000,2018,4.062,1.09,129267,129267,1250,2,2.0,988,1971,,171,171 days on Zillow,DAYS_ON,46153142,46153142,https://www.zillow.com/homedetails/5208-Cypress-Creek-Dr-105-Orlando-FL-32811/46153142_zpid/
"4427 Hector Ct APT 1, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,123900.0,,52600,2018,4.681,1.09,114845,114845,1200,2,2.0,876,1987,"$2,000 (Jan 10)",171,"$2,000 (Jan 10)",PRICE_REDUCTION,71074992,71074992,https://www.zillow.com/homedetails/4427-Hector-Ct-APT-1-Orlando-FL-32822/71074992_zpid/
"Manatee St, Orlando, FL 32822",32822,LOT,FOR_SALE,Lot / Land for sale,50000.0,8500,25000,2018,4.681,1.09,,,,0,,,-1,,174,174 days on Zillow,DAYS_ON,89679058,89679058,https://www.zillow.com/homedetails/Manatee-St-Orlando-FL-32822/89679058_zpid/
"5550 E Michigan St APT 2309, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,145000.0,92000,84000,2018,4.062,1.09,139332,139332,1319,2,2.0,1024,2005,,174,174 days on Zillow,DAYS_ON,66194530,66194530,https://www.zillow.com/homedetails/5550-E-Michigan-St-APT-2309-Orlando-FL-32822/66194530_zpid/
"7350 Westpointe Blvd APT 211, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,125000.0,1375000,81000,2018,4.681,1.09,119975,119975,1290,2,2.0,1080,1994,,176,176 days on Zillow,DAYS_ON,71079806,71079806,https://www.zillow.com/homedetails/7350-Westpointe-Blvd-APT-211-Orlando-FL-32835/71079806_zpid/
"2919 Stallion Dr, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,For sale by owner,55000.0,,,,4.681,1.09,120169,120169,1299,2,2.0,1056,2015,"$9,000 (Oct 22)",176,"$9,000 (Oct 22)",PRICE_REDUCTION,2103272160,2103272160,https://www.zillow.com/homedetails/2919-Stallion-Dr-Orlando-FL-32822/2103272160_zpid/
"4560 Cepeda St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,149929.0,157000,85663,2018,4.062,1.09,149929,149929,1329,3,1.5,,1967,,177,177 days on Zillow,DAYS_ON,46064090,46064090,https://www.zillow.com/homedetails/4560-Cepeda-St-Orlando-FL-32811/46064090_zpid/
"5936 Appian Way, Orlando, FL 32807",32807,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,205962.0,173000,146753,2018,4.062,1.09,205962,205962,1450,4,3.0,1274,1955,,178,178 days on Zillow,DAYS_ON,46252675,46252675,https://www.zillow.com/homedetails/5936-Appian-Way-Orlando-FL-32807/46252675_zpid/
"4348 S Kirkman Rd APT 814, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,145000.0,48500,85400,2018,4.062,1.09,139118,139118,1300,2,2.0,1042,1997,,178,178 days on Zillow,DAYS_ON,71080229,71080229,https://www.zillow.com/homedetails/4348-S-Kirkman-Rd-APT-814-Orlando-FL-32811/71080229_zpid/
"908 Roseman Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,150841.0,89900,97325,2018,4.062,1.09,150841,150841,1350,3,2.0,,2003,,180,180 days on Zillow,DAYS_ON,46240204,46240204,https://www.zillow.com/homedetails/908-Roseman-Ct-Orlando-FL-32811/46240204_zpid/
"5300 Botany Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,153121.0,66000,93326,2018,4.062,1.09,153121,153121,1516,4,3.0,,1972,,180,180 days on Zillow,DAYS_ON,46233094,46233094,https://www.zillow.com/homedetails/5300-Botany-Ct-Orlando-FL-32811/46233094_zpid/
"6001 Scotchwood Gln APT 27, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,169900.0,152337,100700,2018,4.062,1.09,164950,164950,1349,2,3.0,1343,2004,,182,182 days on Zillow,DAYS_ON,63102552,63102552,https://www.zillow.com/homedetails/6001-Scotchwood-Gln-APT-27-Orlando-FL-32822/63102552_zpid/
"525 S Hiawassee Rd, Orlando, FL 32835",32835,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,150536.0,69000,52015,2018,4.062,1.09,150536,150536,1388,4,2.0,,1940,,183,183 days on Zillow,DAYS_ON,46266083,46266083,https://www.zillow.com/homedetails/525-S-Hiawassee-Rd-Orlando-FL-32835/46266083_zpid/
"S Ivey Ln, Orlando, FL 32805",32805,LOT,FOR_SALE,For sale by owner,125000.0,,,,4.681,1.09,,,1200,,,,-1,"$10,000 (Dec 26)",183,"$10,000 (Dec 26)",PRICE_REDUCTION,2083501250,2083501250,https://www.zillow.com/homedetails/S-Ivey-Ln-Orlando-FL-32805/2083501250_zpid/
"5704 Golf Club Pkwy, Orlando, FL 32808",32808,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,165847.0,85000,99379,2018,4.062,1.09,165847,165847,1350,3,2.0,,2000,,184,184 days on Zillow,DAYS_ON,46150600,46150600,https://www.zillow.com/homedetails/5704-Golf-Club-Pkwy-Orlando-FL-32808/46150600_zpid/
"2203 Yankee Pl APT 421, Orlando, FL 32839",32839,CONDO,FOR_SALE,Condo for sale,149000.0,,83900,2018,4.062,1.09,141177,141177,1283,2,2.0,874,1994,,184,184 days on Zillow,DAYS_ON,71085417,71085417,https://www.zillow.com/homedetails/2203-Yankee-Pl-APT-421-Orlando-FL-32839/71085417_zpid/
"6044 Bull Dolphin Ln # 3017, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,142995.0,,,,4.062,1.09,141792,141792,1595,3,2.0,1568,2020,,184,Open: Mon - Fri: 8:00 A...,OPEN_HOUSE,2083523081,2083523081,https://www.zillow.com/homedetails/6044-Bull-Dolphin-Ln-3017-Orlando-FL-32822/2083523081_zpid/
"6042 Green Turtle Ave # 3205, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,107995.0,,,,4.681,1.09,106912,106912,1200,2,2.0,945,2020,,184,Open: Mon - Fri: 8:00 A...,OPEN_HOUSE,2083523084,2083523084,https://www.zillow.com/homedetails/6042-Green-Turtle-Ave-3205-Orlando-FL-32822/2083523084_zpid/
"1510 W Washington St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,117442.0,55000,54845,2018,4.681,1.09,117442,117442,1275,2,1.0,,1951,,185,185 days on Zillow,DAYS_ON,46209691,46209691,https://www.zillow.com/homedetails/1510-W-Washington-St-Orlando-FL-32805/46209691_zpid/
"4676 Pheasant Run Dr # 4-C, Orlando, FL 32808",32808,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,86883.0,58900,52000,2018,4.681,1.09,86883,86883,1190,2,2.0,1084,1981,,187,187 days on Zillow,DAYS_ON,46059438,46059438,https://www.zillow.com/homedetails/4676-Pheasant-Run-Dr-4-C-Orlando-FL-32808/46059438_zpid/
"4704 Hatteras Ct, Orlando, FL 32808",32808,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,118676.0,100000,91827,2018,4.681,1.09,118676,118676,1200,2,2.0,1308,1979,,187,187 days on Zillow,DAYS_ON,46068119,46068119,https://www.zillow.com/homedetails/4704-Hatteras-Ct-Orlando-FL-32808/46068119_zpid/
"4319 Clarinda St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,115474.0,16400,55214,2018,4.681,1.09,115474,115474,1250,3,1.0,,1969,,187,187 days on Zillow,DAYS_ON,46221843,46221843,https://www.zillow.com/homedetails/4319-Clarinda-St-Orlando-FL-32811/46221843_zpid/
"8014 Captain Morgan Blvd, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,Home for sale,70792.0,,,,4.681,1.09,70792,70792,1690,3,2.0,1568,1992,,189,189 days on Zillow,DAYS_ON,2083584453,2083584453,https://www.zillow.com/homedetails/8014-Captain-Morgan-Blvd-Orlando-FL-32822/2083584453_zpid/
"4540 Carter St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,104378.0,43500,45840,2018,4.681,1.09,104378,104378,1350,2,2.0,,1960,,190,190 days on Zillow,DAYS_ON,46240619,46240619,https://www.zillow.com/homedetails/4540-Carter-St-Orlando-FL-32811/46240619_zpid/
"6531 Booth Ln, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,132900.0,62000,77542,2018,4.062,1.09,125951,125951,1295,3,2.0,1106,1961,,190,190 days on Zillow,DAYS_ON,46237557,46237557,https://www.zillow.com/homedetails/6531-Booth-Ln-Orlando-FL-32810/46237557_zpid/
"8022 Blue Marlin Way # 3191, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,143995.0,,,,4.062,1.09,140399,140399,1550,2,2.0,1568,2020,,190,Open: Mon - Fri: 8:00 A...,OPEN_HOUSE,2083609185,2083609185,https://www.zillow.com/homedetails/8022-Blue-Marlin-Way-3191-Orlando-FL-32822/2083609185_zpid/
"525 Conway Rd APT 178, Orlando, FL 32807",32807,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,66732.0,28000,39200,2018,4.681,1.09,66732,66732,1095,1,1.0,576,1968,,191,191 days on Zillow,DAYS_ON,46242162,46242162,https://www.zillow.com/homedetails/525-Conway-Rd-APT-178-Orlando-FL-32807/46242162_zpid/
"912 W Robinson St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,153950.0,,83287,2018,4.062,1.09,153950,153950,1350,3,2.0,,1994,,192,192 days on Zillow,DAYS_ON,46202352,46202352,https://www.zillow.com/homedetails/912-W-Robinson-St-Orlando-FL-32805/46202352_zpid/
"5459 Karen Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,155387.0,,95577,2018,4.062,1.09,155387,155387,1393,4,2.0,,1972,,194,194 days on Zillow,DAYS_ON,46233132,46233132,https://www.zillow.com/homedetails/5459-Karen-Ct-Orlando-FL-32811/46233132_zpid/
"5108 Conroy Rd # 21, Orlando, FL 32811",32811,CONDO,PRE_FORECLOSURE,Pre-foreclosure,99767.0,84000,72600,2018,4.681,1.09,99767,99767,1200,2,1.0,919,1988,,197,197 days on Zillow,DAYS_ON,71073694,71073694,https://www.zillow.com/homedetails/5108-Conroy-Rd-21-Orlando-FL-32811/71073694_zpid/
"5222 Chesapeake Ave, Orlando, FL 32808",32808,SINGLE_FAMILY,FOR_SALE,House for sale,184000.0,,131705,2018,4.062,1.09,183725,183725,1484,3,2.0,1488,1982,,198,198 days on Zillow,DAYS_ON,46059636,46059636,https://www.zillow.com/homedetails/5222-Chesapeake-Ave-Orlando-FL-32808/46059636_zpid/
"4273 Solomon Dr, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,155155.0,59900,98504,2018,4.062,1.09,155155,155155,1349,3,2.0,,1969,,200,200 days on Zillow,DAYS_ON,46063410,46063410,https://www.zillow.com/homedetails/4273-Solomon-Dr-Orlando-FL-32811/46063410_zpid/
"7447 Bryan Rd, Orlando, FL 32807",32807,LOT,FOR_SALE,Lot / Land for sale,106000.0,,30000,2018,4.681,1.09,,,,,,,-1,,200,200 days on Zillow,DAYS_ON,99734336,99734336,https://www.zillow.com/homedetails/7447-Bryan-Rd-Orlando-FL-32807/99734336_zpid/
"3960 Southpointe Dr APT 521, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,149000.0,44000,86700,2018,4.062,1.09,139695,139695,1300,2,2.0,1045,1998,,202,202 days on Zillow,DAYS_ON,46096759,46096759,https://www.zillow.com/homedetails/3960-Southpointe-Dr-APT-521-Orlando-FL-32822/46096759_zpid/
"1631 Indiana St, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,151208.0,24500,71611,2018,4.062,1.09,151208,151208,1275,3,1.0,,1955,,205,205 days on Zillow,DAYS_ON,46251887,46251887,https://www.zillow.com/homedetails/1631-Indiana-St-Orlando-FL-32805/46251887_zpid/
"14678 Laguna Beach Cir, Orlando, FL 32824",32824,TOWNHOUSE,FOR_SALE,Townhouse for sale,185000.0,82400,124699,2018,4.062,1.09,181084,181084,1540,3,2.0,1370,1995,,205,205 days on Zillow,DAYS_ON,46269313,46269313,https://www.zillow.com/homedetails/14678-Laguna-Beach-Cir-Orlando-FL-32824/46269313_zpid/
"1116 Golden Gate Ave, Orlando, FL 32808",32808,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,142820.0,83000,103707,2018,4.062,1.09,142820,142820,1230,4,2.0,,1997,,206,206 days on Zillow,DAYS_ON,46161752,46161752,https://www.zillow.com/homedetails/1116-Golden-Gate-Ave-Orlando-FL-32808/46161752_zpid/
"2357 Rio Pinar Lakes Blvd, Orlando, FL 32822",32822,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,173083.0,58100,102665,2018,4.062,1.09,173083,173083,1369,3,2.0,,1984,,207,207 days on Zillow,DAYS_ON,46042584,46042584,https://www.zillow.com/homedetails/2357-Rio-Pinar-Lakes-Blvd-Orlando-FL-32822/46042584_zpid/
"5014 Aventura Blvd, Orlando, FL 32839",32839,SINGLE_FAMILY,FOR_SALE,House for sale,185000.0,100100,133551,2018,4.062,1.09,180718,180718,1489,4,2.0,1566,1998,,207,207 days on Zillow,DAYS_ON,46133433,46133433,https://www.zillow.com/homedetails/5014-Aventura-Blvd-Orlando-FL-32839/46133433_zpid/
"6413 Astor Village Ave APT 215, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,145000.0,75000,94500,2018,4.062,1.09,137824,137824,1525,3,2.0,1260,2000,,207,207 days on Zillow,DAYS_ON,71067721,71067721,https://www.zillow.com/homedetails/6413-Astor-Village-Ave-APT-215-Orlando-FL-32835/71067721_zpid/
"2572 Robert Trent Jones Dr APT 1211, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,150000.0,80000,88200,2018,4.062,1.09,139129,139129,1300,2,2.0,1014,1995,,207,207 days on Zillow,DAYS_ON,71079082,71079082,https://www.zillow.com/homedetails/2572-Robert-Trent-Jones-Dr-APT-1211-Orlando-FL-32835/71079082_zpid/
"713 Cornelia Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,145857.0,53900,81296,2018,4.062,1.09,145857,145857,1250,3,2.0,,1973,,208,208 days on Zillow,DAYS_ON,46239996,46239996,https://www.zillow.com/homedetails/713-Cornelia-Ct-Orlando-FL-32811/46239996_zpid/
"5255 3rd St, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,140000.0,63525,46684,2018,4.062,1.09,,,1250,2,2.0,1034,1945,,210,210 days on Zillow,DAYS_ON,46052982,46052982,https://www.zillow.com/homedetails/5255-3rd-St-Orlando-FL-32810/46052982_zpid/
"903 Malone Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,House for sale,199900.0,72500,130129,2018,4.062,1.09,189298,189298,1475,3,3.0,1505,1957,,211,211 days on Zillow,DAYS_ON,46039126,46039126,https://www.zillow.com/homedetails/903-Malone-Dr-Orlando-FL-32810/46039126_zpid/
"4225 Thornbriar Ln APT 203, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,99000.0,72500,,,4.681,1.09,95845,95845,1049,1,1.0,580,1987,,212,212 days on Zillow,DAYS_ON,2086081280,2086081280,https://www.zillow.com/homedetails/4225-Thornbriar-Ln-APT-203-Orlando-FL-32822/2086081280_zpid/
"5773 Gatlin Ave APT 635, Orlando, FL 32822",32822,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,81142.0,68000,44500,2018,4.681,1.09,81142,81142,925,1,1.0,636,1990,,214,214 days on Zillow,DAYS_ON,71075019,71075019,https://www.zillow.com/homedetails/5773-Gatlin-Ave-APT-635-Orlando-FL-32822/71075019_zpid/
"3663 Benito Juarez Cir, Apopka, FL 32712",32712,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,151174.0,129000,109414,2018,4.062,1.09,151174,151174,1360,3,2.0,1072,1998,,214,214 days on Zillow,DAYS_ON,46261970,46261970,https://www.zillow.com/homedetails/3663-Benito-Juarez-Cir-Apopka-FL-32712/46261970_zpid/
"3301 Bay Lake Rd, Orlando, FL 32808",32808,LOT,FOR_SALE,Lot / Land for sale,199900.0,,,,4.062,1.09,,,1200,0,,,-1,,214,214 days on Zillow,DAYS_ON,2106519377,2106519377,https://www.zillow.com/homedetails/3301-Bay-Lake-Rd-Orlando-FL-32808/2106519377_zpid/
"206 E South St UNIT 3031, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,194900.0,192500,165200,2018,4.062,1.09,188504,188504,1600,2,2.0,1215,2002,"$5,000 (Dec 23)",216,"$5,000 (Dec 23)",PRICE_REDUCTION,64617109,64617109,https://www.zillow.com/homedetails/206-E-South-St-UNIT-3031-Orlando-FL-32801/64617109_zpid/
"4538 Cypress St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,166737.0,132000,111463,2018,4.062,1.09,166737,166737,1350,3,2.0,,2005,,218,218 days on Zillow,DAYS_ON,71065169,71065169,https://www.zillow.com/homedetails/4538-Cypress-St-Orlando-FL-32811/71065169_zpid/
"8163 Hatteras Rd, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,For sale by owner,79900.0,,,,4.681,1.09,189543,189543,1499,2,2.0,1200,-1,,219,219 days on Zillow,DAYS_ON,2087018197,2087018197,https://www.zillow.com/homedetails/8163-Hatteras-Rd-Orlando-FL-32822/2087018197_zpid/
"911 N Orange Ave APT 528, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,159000.0,175000,106000,2018,4.062,1.09,153619,153619,1250,1,1.0,657,2002,,219,219 days on Zillow,DAYS_ON,71083717,71083717,https://www.zillow.com/homedetails/911-N-Orange-Ave-APT-528-Orlando-FL-32801/71083717_zpid/
"1928 Conway Rd APT 33, Orlando, FL 32812",32812,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,79672.0,184500,44600,2018,4.681,1.09,79672,79672,990,1,1.0,825,1970,,221,221 days on Zillow,DAYS_ON,71074865,71074865,https://www.zillow.com/homedetails/1928-Conway-Rd-APT-33-Orlando-FL-32812/71074865_zpid/
"4348 S Kirkman Rd UNIT 809, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,139000.0,50000,81700,2018,4.062,1.09,130691,144105,1300,2,2.0,996,1997,"$10,900 (Jan 16)",221,"$10,900 (Jan 16)",PRICE_REDUCTION,71080224,71080224,https://www.zillow.com/homedetails/4348-S-Kirkman-Rd-UNIT-809-Orlando-FL-32811/71080224_zpid/
"419 Domino Dr, Orlando, FL 32805",32805,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,181926.0,77000,95853,2018,4.062,1.09,181926,181926,1450,4,2.0,,1968,,222,222 days on Zillow,DAYS_ON,46245886,46245886,https://www.zillow.com/homedetails/419-Domino-Dr-Orlando-FL-32805/46245886_zpid/
"4474 Salvia Dr, Orlando, FL 32839",32839,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,185865.0,102000,107303,2018,4.062,1.09,185865,185865,1400,3,2.0,,1972,,222,222 days on Zillow,DAYS_ON,46163494,46163494,https://www.zillow.com/homedetails/4474-Salvia-Dr-Orlando-FL-32839/46163494_zpid/
"1724 Mable Butler Ave, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,139000.0,,34475,2018,4.062,1.09,132677,132677,1200,3,1.0,864,1959,"$10,000 (Dec 12)",224,"$10,000 (Dec 12)",PRICE_REDUCTION,46055401,46055401,https://www.zillow.com/homedetails/1724-Mable-Butler-Ave-Orlando-FL-32805/46055401_zpid/
"4801 W Central Ave, Orlando, FL 32811",32811,SINGLE_FAMILY,FOR_SALE,House for sale,187900.0,220000,126416,2018,4.062,1.09,182427,182427,1440,3,3.0,1244,2010,,225,225 days on Zillow,DAYS_ON,46226494,46226494,https://www.zillow.com/homedetails/4801-W-Central-Ave-Orlando-FL-32811/46226494_zpid/
"5550 E Michigan St APT 3317, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,145000.0,216300,95600,2018,4.062,1.09,142733,142733,1400,3,2.0,1292,2005,,225,225 days on Zillow,DAYS_ON,69814751,69814751,https://www.zillow.com/homedetails/5550-E-Michigan-St-APT-3317-Orlando-FL-32822/69814751_zpid/
"4833 Cypress Woods Dr APT 4310, Orlando, FL 32811",32811,CONDO,PRE_FORECLOSURE,Pre-foreclosure,172731.0,126000,118900,2018,4.062,1.09,172731,172731,1450,3,2.0,1351,2001,,227,227 days on Zillow,DAYS_ON,58338834,58338834,https://www.zillow.com/homedetails/4833-Cypress-Woods-Dr-APT-4310-Orlando-FL-32811/58338834_zpid/
"2815 Holster Way, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,93500.0,,,,4.681,1.09,89105,89105,1431,3,2.0,1372,2020,"$4,500 (Jan 14)",227,227 days on Zillow,DAYS_ON,2084147094,2084147094,https://www.zillow.com/homedetails/2815-Holster-Way-Orlando-FL-32822/2084147094_zpid/
"2823 Holster Way, Orlando, FL",32822,SINGLE_FAMILY,FOR_SALE,New construction,98000.0,,,,4.681,1.09,96992,96992,1400,3,2.0,1372,2020,,227,227 days on Zillow,DAYS_ON,2084147095,2084147095,https://www.zillow.com/homedetails/2823-Holster-Way-Orlando-FL-32822/2084147095_zpid/
"408 S Alder Ave, Orlando, FL 32807",32807,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,172804.0,65000,170470,2018,4.062,1.09,172804,172804,1600,3,2.0,1685,1958,,228,228 days on Zillow,DAYS_ON,46252911,46252911,https://www.zillow.com/homedetails/408-S-Alder-Ave-Orlando-FL-32807/46252911_zpid/
"4 Channing Ave, Orlando, FL 32811",32811,SINGLE_FAMILY,FORECLOSED,Foreclosed,122965.0,64900,48249,2018,4.681,1.09,122965,122965,1250,3,2.0,1026,1968,,229,229 days on Zillow,DAYS_ON,46222141,46222141,https://www.zillow.com/homedetails/4-Channing-Ave-Orlando-FL-32811/46222141_zpid/
"3216 Tennessee Ter, Orlando, FL 32806",32806,SINGLE_FAMILY,FOR_SALE,House for sale,185000.0,132000,174308,2018,4.062,1.09,177478,177478,1500,3,2.0,1752,1951,"$10,000 (Jan 9)",229,"$10,000 (Jan 9)",PRICE_REDUCTION,46065876,46065876,https://www.zillow.com/homedetails/3216-Tennessee-Ter-Orlando-FL-32806/46065876_zpid/
"4518 Citation Dr, Orlando, FL 32822",32822,MANUFACTURED,FOR_SALE,Home for sale,87900.0,52500,37774,2018,4.681,1.09,83165,83165,1175,2,2.0,798,1966,,230,230 days on Zillow,DAYS_ON,46118818,46118818,https://www.zillow.com/homedetails/4518-Citation-Dr-Orlando-FL-32822/46118818_zpid/
"2831 Calico Ct, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,House for sale,198000.0,57100,151118,2018,4.062,1.09,197980,197980,1625,4,2.0,1782,1981,,231,231 days on Zillow,DAYS_ON,46105143,46105143,https://www.zillow.com/homedetails/2831-Calico-Ct-Orlando-FL-32822/46105143_zpid/
"4048 Kirkland Blvd, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,145893.0,74300,72481,2018,4.062,1.09,145893,145893,1250,3,,,1962,,233,233 days on Zillow,DAYS_ON,46063793,46063793,https://www.zillow.com/homedetails/4048-Kirkland-Blvd-Orlando-FL-32811/46063793_zpid/
"3017 Cumler Ct, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,167546.0,,99912,2018,4.062,1.09,167546,167546,1425,3,2.0,,1968,,233,233 days on Zillow,DAYS_ON,46063216,46063216,https://www.zillow.com/homedetails/3017-Cumler-Ct-Orlando-FL-32811/46063216_zpid/
"3132 Jon Jon Ct, Orlando, FL 32822",32822,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,176787.0,,94320,2018,4.062,1.09,176787,176787,1400,3,2.0,,1987,,233,233 days on Zillow,DAYS_ON,46104204,46104204,https://www.zillow.com/homedetails/3132-Jon-Jon-Ct-Orlando-FL-32822/46104204_zpid/
"1295 Hendren Dr, Orlando, FL 32807",32807,MULTI_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,186996.0,90000,113061,2018,4.062,1.09,186996,186996,1380,3,2.0,,1982,,235,235 days on Zillow,DAYS_ON,46252475,46252475,https://www.zillow.com/homedetails/1295-Hendren-Dr-Orlando-FL-32807/46252475_zpid/
"1ST St, Orlando, FL 32824",32824,LOT,FOR_SALE,Lot / Land for sale,50000.0,,,,4.681,1.09,,,1208,,,,-1,,238,238 days on Zillow,DAYS_ON,2090278001,2090278001,https://www.zillow.com/homedetails/1ST-St-Orlando-FL-32824/2090278001_zpid/
"5398 Skelly Sq UNIT 1010, Orlando, FL 32812",32812,CONDO,PRE_FORECLOSURE,Pre-foreclosure,172585.0,86000,112900,2018,4.062,1.09,172585,172585,1400,3,2.0,1866,1973,,241,241 days on Zillow,DAYS_ON,46057001,46057001,https://www.zillow.com/homedetails/5398-Skelly-Sq-UNIT-1010-Orlando-FL-32812/46057001_zpid/
"860 N Orange Ave APT 334, Orlando, FL 32801",32801,CONDO,FOR_SALE,Condo for sale,176500.0,63000,120000,2018,4.062,1.09,172630,172630,1205,1,1.0,774,2000,,242,242 days on Zillow,DAYS_ON,64628490,64628490,https://www.zillow.com/homedetails/860-N-Orange-Ave-APT-334-Orlando-FL-32801/64628490_zpid/
