address,zipcode,type,status,other_status,price,last_sold_price,tax_assessed_value,tax_assessed_year,mortgage_rate,propert_tax_rate,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"7628 Forest City Rd APT 55, Orlando, FL 32810",32810,CONDO,FOR_SALE,Condo for sale,57000.0,,,,4.681,1.09,51946,51946,,2,2.0,955,1975,"$3,000 (Jan 9)",20,"$3,000 (Jan 9)",PRICE_REDUCTION,2081625859,2081625859,https://www.zillow.com/homedetails/7628-Forest-City-Rd-APT-55-Orlando-FL-32810/2081625859_zpid/
"903 26th St, Orlando, FL 32805",32805,SINGLE_FAMILY,FOR_SALE,House for sale,171000.0,98000,31666,2018,4.062,1.09,160215,160215,1195,3,1.0,1058,1954,,20,20 days on Zillow,DAYS_ON,46047637,46047637,https://www.zillow.com/homedetails/903-26th-St-Orlando-FL-32805/46047637_zpid/
"2525 Maitland Crossing Way # 1, Orlando, FL 32810",32810,CONDO,FOR_SALE,Condo for sale,135000.0,,,,4.062,1.09,,,1250,2,2.0,1009,2000,,20,20 days on Zillow,DAYS_ON,2123867515,2123867515,https://www.zillow.com/homedetails/2525-Maitland-Crossing-Way-1-Orlando-FL-32810/2123867515_zpid/
"917 Romano Ave # 4, Orlando, FL 32807",32807,SINGLE_FAMILY,FOR_SALE,House for sale,169000.0,,,,4.062,1.09,179654,179654,,2,2.0,1074,1956,"$21,000 (Jan 17)",21,"$21,000 (Jan 17)",PRICE_REDUCTION,2081630352,2081630352,https://www.zillow.com/homedetails/917-Romano-Ave-4-Orlando-FL-32807/2081630352_zpid/
"13963 Countryplace Dr, Orlando, FL 32826",32826,SINGLE_FAMILY,FOR_SALE,Coming soon,188900.0,173000,126388,2018,4.062,1.09,173615,173615,1300,2,2.0,963,1985,,21,On market Jan 26,MARKET_UPDATE,46125617,46125617,https://www.zillow.com/homedetails/13963-Countryplace-Dr-Orlando-FL-32826/46125617_zpid/
"4104 S Nashville Ave, Orlando, FL 32839",32839,SINGLE_FAMILY,FOR_SALE,House for sale,179900.0,66000,41890,2018,4.062,1.09,140690,140690,1295,3,2.0,1175,1957,,21,21 days on Zillow,DAYS_ON,46096439,46096439,https://www.zillow.com/homedetails/4104-S-Nashville-Ave-Orlando-FL-32839/46096439_zpid/
"5483 Vineland Rd APT 10307, Orlando, FL 32811",32811,CONDO,FOR_SALE,Condo for sale,160000.0,107000,90700,2018,4.062,1.09,150167,150167,1300,2,2.0,1043,2000,,21,21 days on Zillow,DAYS_ON,68518785,68518785,https://www.zillow.com/homedetails/5483-Vineland-Rd-APT-10307-Orlando-FL-32811/68518785_zpid/
"5019 Cutler St, Orlando, FL 32811",32811,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,146195.0,16800,93839,2018,4.062,1.09,146195,146195,1360,3,1.5,,1970,,21,21 days on Zillow,DAYS_ON,46232902,46232902,https://www.zillow.com/homedetails/5019-Cutler-St-Orlando-FL-32811/46232902_zpid/
"12144 Sand Pebble Way, Orlando, FL 32824",32824,TOWNHOUSE,FOR_SALE,Townhouse for sale,173950.0,76500,102639,2018,4.062,1.09,163704,163704,1400,3,2.0,1100,1985,,22,22 days on Zillow,DAYS_ON,46191044,46191044,https://www.zillow.com/homedetails/12144-Sand-Pebble-Way-Orlando-FL-32824/46191044_zpid/
"6824 Massa Ct, Orlando, FL 32810",32810,SINGLE_FAMILY,FOR_SALE,Auction,156960.0,113500,117574,2018,4.062,1.09,173988,173988,1300,3,1.5,918,1981,,23,23 days on Zillow,DAYS_ON,46245052,46245052,https://www.zillow.com/homedetails/6824-Massa-Ct-Orlando-FL-32810/46245052_zpid/
"5555 Nerissa Ln, Orlando, FL 32822",32822,SINGLE_FAMILY,FOR_SALE,For sale by owner,69949.0,,,,4.681,1.09,211947,211947,,3,2.0,1600,-1,$1 (Jan 14),24,$1 (Jan 14),PRICE_REDUCTION,2081646571,2081646571,https://www.zillow.com/homedetails/5555-Nerissa-Ln-Orlando-FL-32822/2081646571_zpid/
"6118 Westgate Dr APT 203, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,139999.0,105000,93900,2018,4.062,1.09,130974,130974,1325,2,1.0,1342,1988,,24,24 days on Zillow,DAYS_ON,71077590,71077590,https://www.zillow.com/homedetails/6118-Westgate-Dr-APT-203-Orlando-FL-32835/71077590_zpid/
"13271 Summerton Dr, Orlando, FL 32824",32824,TOWNHOUSE,FOR_SALE,Townhouse for sale,185000.0,82900,118496,2018,4.062,1.09,174279,174279,1500,3,2.0,1153,1998,,25,25 days on Zillow,DAYS_ON,46199449,46199449,https://www.zillow.com/homedetails/13271-Summerton-Dr-Orlando-FL-32824/46199449_zpid/
"5936 Lake Underhill Rd, Orlando, FL 32807",32807,SINGLE_FAMILY,FOR_SALE,House for sale,200000.0,140000,146704,2018,4.062,1.09,189831,189831,1470,3,2.0,1173,1956,,25,25 days on Zillow,DAYS_ON,46252574,46252574,https://www.zillow.com/homedetails/5936-Lake-Underhill-Rd-Orlando-FL-32807/46252574_zpid/
"5957 Westgate Dr APT 1911, Orlando, FL 32835",32835,CONDO,FOR_SALE,Condo for sale,145000.0,100000,86200,2018,4.062,1.09,135522,135522,1310,2,2.0,1077,1999,,25,25 days on Zillow,DAYS_ON,71072146,71072146,https://www.zillow.com/homedetails/5957-Westgate-Dr-APT-1911-Orlando-FL-32835/71072146_zpid/
"533 Owl Cir, Orlando, FL 32825",32825,MULTI_FAMILY,FOR_SALE,Apartment for sale,167000.0,52000,101034,2018,4.062,1.09,157447,157447,1325,2,2.0,1232,1980,,25,25 days on Zillow,DAYS_ON,46260603,46260603,https://www.zillow.com/homedetails/533-Owl-Cir-Orlando-FL-32825/46260603_zpid/
"2406 Greenleaf Dr, Orlando, FL 32810",32810,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure,177883.0,63800,110025,2018,4.062,1.09,177883,177883,1450,3,2.0,,1972,,25,25 days on Zillow,DAYS_ON,46216285,46216285,https://www.zillow.com/homedetails/2406-Greenleaf-Dr-Orlando-FL-32810/46216285_zpid/
"214 S Alder Dr, Orlando, FL 32807",32807,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,162153.0,,91665,2018,4.062,1.09,162153,162153,1200,2,1.0,,1953,,25,25 days on Zillow,DAYS_ON,46210584,46210584,https://www.zillow.com/homedetails/214-S-Alder-Dr-Orlando-FL-32807/46210584_zpid/
"4100 Pershing Pointe Pl APT 2, Orlando, FL 32822",32822,CONDO,FOR_SALE,Condo for sale,117000.0,99900,58300,2018,4.681,1.09,108345,108345,1200,2,2.0,1006,1989,,26,26 days on Zillow,DAYS_ON,84653378,84653378,https://www.zillow.com/homedetails/4100-Pershing-Pointe-Pl-APT-2-Orlando-FL-32822/84653378_zpid/
"121 3rd St, Orlando, FL 32824",32824,MANUFACTURED,FOR_SALE,Home for sale,139900.0,,65471,2018,4.062,1.09,,,1395,3,2.0,1104,1974,"$4,000 (Dec 27)",27,"$4,000 (Dec 27)",PRICE_REDUCTION,46036956,46036956,https://www.zillow.com/homedetails/121-3rd-St-Orlando-FL-32824/46036956_zpid/
"5273 Tunbridge Wells Ln # 1608, Orlando, FL 32812",32812,CONDO,FOR_SALE,Condo for sale,198000.0,81000,113200,2018,4.062,1.09,189180,189180,1350,2,2.0,1078,1994,,27,27 days on Zillow,DAYS_ON,46056366,46056366,https://www.zillow.com/homedetails/5273-Tunbridge-Wells-Ln-1608-Orlando-FL-32812/46056366_zpid/
"6803 Magnolia Pointe Cir, Orlando, FL 32810",32810,TOWNHOUSE,FOR_SALE,Townhouse for sale,127900.0,74500,77411,2018,4.062,1.09,119081,119081,1265,2,2.0,1156,1984,"$2,000 (Jan 7)",27,"$2,000 (Jan 7)",PRICE_REDUCTION,46237830,46237830,https://www.zillow.com/homedetails/6803-Magnolia-Pointe-Cir-Orlando-FL-32810/46237830_zpid/
"1419 High Point Blvd # C, Orlando, FL 32825",32825,CONDO,FOR_SALE,Condo for sale,114900.0,,,,4.681,1.09,109403,109403,1213,1,2.0,746,1974,,28,28 days on Zillow,DAYS_ON,2081670244,2081670244,https://www.zillow.com/homedetails/1419-High-Point-Blvd-C-Orlando-FL-32825/2081670244_zpid/
